"x"
"V1",3
"V2",5
"V3",1
"V4",6
"V5",3
"V6",8
"V7",4
"V8",5
"V9",7
"V10",3
"V11",3
"V12",2
"V13",3
"V14",3
"V15",5
"V16",3
"V17",3
"V18",4
"V19",3
"V20",3
