"x"
"V1",6
"V2",3
"V3",6
"V4",7
"V5",6
"V6",2
"V7",4
"V8",3
"V9",1
"V10",6
"V11",6
"V12",5
"V13",6
"V14",6
"V15",3
"V16",6
"V17",6
"V18",4
"V19",6
"V20",6
