"x"
"V1",2
"V2",2
"V3",2
"V4",4
"V5",2
"V6",3
"V7",2
"V8",2
"V9",1
"V10",2
"V11",2
"V12",2
"V13",2
"V14",2
"V15",2
"V16",2
"V17",2
"V18",2
"V19",2
"V20",2
